category,Clothing,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews
Women Jeans,Jeans,2135,2758,3.1,1936,2025-08-02,S,Green,Cotton Blend,22.59,Only 1 Left,FALSE,30 days,3 days,FALSE,461
Women Jeans,Jeans,2270,5327,4.5,51,2025-08-02,XXL,Maroon,Polyester,57.39,Only 1 Left,TRUE,30 days,3 days,FALSE,437
Women Jeans,Jeans,2002,2167,4.3,5808,2025-08-02,XXL,Beige,Spandex,7.61,In Stock,FALSE,30 days,3 days,FALSE,261
Women Jeans,Jeans,2163,2458,4.1,1087,2025-08-02,3XL,Yellow,Cotton,12,Back in Stock,FALSE,30 days,4 days,FALSE,210
Women Jeans,Jeans,1475,1880,3.6,13,2025-08-02,XS,Purple,Polyester,21.54,Only 1 Left,FALSE,30 days,4 days,FALSE,283
Women Jeans,Jeans,2189,2675,3.2,7722,2025-08-02,M,Beige,Cotton,18.17,Few Left,FALSE,30 days,4 days,FALSE,188
Women Jeans,Jeans,1328,1628,4.3,9825,2025-08-02,3XL,Pink,Cotton Blend,18.43,Limited Stock,FALSE,30 days,3 days,FALSE,276
Women Jeans,Jeans,1331,1685,3.9,7,2025-08-02,M,Orange,Polyester,21.01,Few Left,FALSE,30 days,4 days,FALSE,483
Women Jeans,Jeans,816,978,3.7,686,2025-08-02,XL,White,Cotton,16.56,Limited Stock,FALSE,30 days,3 days,FALSE,186
Women Jeans,Jeans,802,843,4,8096,2025-08-02,XL,Purple,Cotton,4.86,Limited Stock,FALSE,30 days,2 days,FALSE,144
Women Jeans,Jeans,873,1083,3.7,9736,2025-08-02,XXL,Red,Cotton,19.39,In Stock,FALSE,30 days,3 days,FALSE,391
Men Tshirts,T-Shirt,605,1003,4.1,33,2025-08-02,M,Khaki,Linen,39.68,2-3 pieces left,FALSE,10 days,1 days,FALSE,292
Men Tshirts,T-Shirt,821,1126,4.2,3491,2025-08-02,XXL,Cream,Polyester,27.09,Limited Stock,FALSE,45 days,5 days,FALSE,499
Men Tshirts,T-Shirt,742,878,4.7,3504,2025-08-02,XXL,Khaki,Lycra,15.49,2-3 pieces left,FALSE,10 days,3 days,FALSE,400
Men Tshirts,T-Shirt,788,2012,4.8,7924,2025-08-02,XL,Orange,Cashmere,60.83,Pre-Order,FALSE,45 days,6 days,FALSE,393
Men Tshirts,T-Shirt,579,1366,3.7,5262,2025-08-02,XXL,Mint,Silk,57.61,Limited Stock,FALSE,45 days,3 days,FALSE,341
Men Tshirts,T-Shirt,582,656,4.1,1562,2025-08-02,XL,Coral,Linen,11.28,2-3 pieces left,FALSE,45 days,3 days,TRUE,248
Men Tshirts,T-Shirt,516,568,4.5,2729,2025-08-02,S,Peach,Modal,9.15,In Stock,FALSE,45 days,6 days,FALSE,58
Men Tshirts,T-Shirt,545,799,3.7,2102,2025-08-02,XXL,Mint,Cashmere,31.79,Limited Stock,FALSE,15 days,7 days,FALSE,347
Men Tshirts,T-Shirt,556,754,3.6,4449,2025-08-02,3XL,Purple,Linen,26.26,Limited Stock,FALSE,15 days,1 days,FALSE,220
Men Tshirts,T-Shirt,679,726,4.7,121,2025-08-02,M,Burgundy,Cotton Blend,6.47,Only 1 Left,FALSE,45 days,4 days,FALSE,39
Men Tshirts,T-Shirt,639,715,4.4,6837,2025-08-02,S,White,Linen,10.63,Only 1 Left,FALSE,45 days,7 days,FALSE,495
Men Tshirts,T-Shirt,481,693,4,225,2025-08-02,3XL,Black,Hemp,30.59,Only 1 Left,FALSE,10 days,3 days,FALSE,108
Men Tshirts,T-Shirt,685,983,4.2,4291,2025-08-02,XXL,Coral,Silk,30.32,Only 1 Left,FALSE,10 days,5 days,FALSE,359
Men Tshirts,T-Shirt,677,987,4.7,2629,2025-08-02,XXL,Yellow,Spandex,31.41,Back in Stock,FALSE,10 days,6 days,FALSE,85
Men Jeans,Jeans,1711,1765,4.6,1869,2025-08-02,XL,Cream,Lycra,3.06,2-3 pieces left,FALSE,10 days,5 days,FALSE,106
Men Jeans,Jeans,1238,1292,3.8,2993,2025-08-02,S,White,Lycra,4.18,2-3 pieces left,TRUE,30 days,2 days,FALSE,476
Men Jeans,Jeans,1400,2404,4.2,4407,2025-08-02,3XL,White,Tencel,41.76,Limited Stock,FALSE,30 days,6 days,FALSE,152
Men Jeans,Jeans,1558,1949,3.9,4135,2025-08-02,3XL,Olive,Jersey,20.06,Only 1 Left,FALSE,10 days,1 days,FALSE,317
Men Jeans,Other,1356,4260,4,3178,2025-08-02,3XL,Cream,Cotton,68.17,Coming Soon,FALSE,30 days,6 days,FALSE,304
Men Jeans,Jeans,1429,1684,3.6,1015,2025-08-02,XL,Peach,Wool,15.14,Limited Stock,FALSE,15 days,3 days,FALSE,424
Men Jeans,Jeans,1736,1932,4.6,7250,2025-08-02,S,Lavender,Cashmere,10.14,Limited Stock,FALSE,15 days,5 days,TRUE,241
Men Jeans,Jeans,1142,1397,4.5,6626,2025-08-02,S,Rose Gold,Rayon,18.25,Limited Stock,FALSE,15 days,3 days,FALSE,190
Men Jeans,Other,1504,1743,3.6,6856,2025-08-02,XS,Red,Spandex,13.71,Back in Stock,FALSE,10 days,6 days,FALSE,495
Men Jeans,Jeans,1159,1480,4.4,1275,2025-08-02,XS,Lavender,Bamboo,21.69,Coming Soon,FALSE,15 days,2 days,FALSE,344
Men Jeans,Other,1721,3702,4.5,3315,2025-08-02,XXL,Sage,Silk,53.51,In Stock,FALSE,45 days,2 days,FALSE,279
Men Jeans,Jeans,1188,1349,4.4,851,2025-08-02,XS,Green,Wool,11.93,Back in Stock,FALSE,30 days,3 days,FALSE,484
Men Jeans,Jeans,1506,1887,4.5,4649,2025-08-02,L,Beige,Cotton,20.19,Coming Soon,FALSE,45 days,6 days,FALSE,404
Men Jeans,Jeans,1451,4761,4.6,1827,2025-08-02,3XL,Pink,Spandex,69.52,Back in Stock,FALSE,10 days,3 days,FALSE,412
Men Shirts,Shirt,1294,1648,3.7,3575,2025-08-02,M,Charcoal,Fleece,21.48,Limited Stock,FALSE,30 days,4 days,FALSE,320
Men Shirts,Shirt,888,1058,4.2,6432,2025-08-02,XL,Peach,Cashmere,16.07,Back in Stock,FALSE,10 days,6 days,FALSE,454
Men Shirts,Shirt,1144,1392,4.2,1424,2025-08-02,M,Burgundy,Tencel,17.82,Few Left,FALSE,10 days,5 days,FALSE,47
Men Shirts,Shirt,818,954,4.1,1049,2025-08-02,XXL,Peach,Linen,14.26,Limited Stock,FALSE,30 days,1 days,FALSE,187
Men Shirts,Shirt,973,1310,4.2,773,2025-08-02,M,Sage,Cotton,25.73,Only 1 Left,FALSE,15 days,5 days,FALSE,61
Men Shirts,Shirt,1062,3293,3.5,4157,2025-08-02,XS,Coral,Jersey,67.75,Back in Stock,FALSE,45 days,7 days,FALSE,270
Men Shirts,Shirt,1303,2552,4.1,6063,2025-08-02,XL,Maroon,Hemp,48.94,Only 1 Left,TRUE,10 days,6 days,FALSE,480
Men Shirts,Shirt,1170,1374,4,980,2025-08-02,XS,Navy,Cashmere,14.85,In Stock,FALSE,30 days,2 days,FALSE,62
Men Shirts,Shirt,1205,1552,3.9,5114,2025-08-02,XS,Red,Wool,22.36,Limited Stock,FALSE,10 days,5 days,FALSE,241
Men Shirts,Shirt,949,1212,4.7,1922,2025-08-02,XXL,Orange,Modal,21.7,Only 1 Left,FALSE,10 days,5 days,FALSE,357
Men Shirts,Shirt,1094,1356,4.8,4246,2025-08-02,3XL,Lavender,Spandex,19.32,Limited Stock,FALSE,30 days,1 days,FALSE,372
Men Shirts,Shirt,1367,3790,3.8,4529,2025-08-02,3XL,Cream,Denim,63.93,Limited Stock,FALSE,10 days,6 days,FALSE,428
Men Shirts,Shirt,1453,2451,4.7,7200,2025-08-02,L,White,Cotton,40.72,Coming Soon,FALSE,45 days,3 days,FALSE,186
Men Shirts,Shirt,1828,2076,4.8,1887,2025-08-02,S,Beige,Fleece,11.95,2-3 pieces left,FALSE,10 days,4 days,FALSE,317
Women Dresses,Dress,1547,1608,4.1,7450,2025-08-02,XS,Peach,Denim,3.79,Back in Stock,FALSE,10 days,7 days,FALSE,71
Women Dresses,Dress,1346,1876,3.6,7754,2025-08-02,XL,Black,Wool,28.25,In Stock,FALSE,15 days,6 days,FALSE,385
Women Dresses,Dress,1039,1182,4.7,331,2025-08-02,XS,White,Wool,12.1,Only 1 Left,FALSE,45 days,3 days,FALSE,454
Women Dresses,Dress,1607,1810,4.2,4853,2025-08-02,M,Cream,Cotton,11.22,Coming Soon,FALSE,45 days,4 days,FALSE,488
Women Dresses,Dress,1372,1593,4.3,3524,2025-08-02,M,Maroon,Hemp,13.87,Pre-Order,FALSE,30 days,1 days,FALSE,273
Women Dresses,Dress,1473,1539,3.9,3102,2025-08-02,S,Teal,Tencel,4.29,Only 1 Left,TRUE,45 days,7 days,FALSE,461
Women Dresses,Dress,1583,1695,4.2,2811,2025-08-02,M,Beige,Wool,6.61,Back in Stock,FALSE,45 days,3 days,FALSE,438
Women Dresses,Dress,1593,1943,3.9,6287,2025-08-02,XL,Red,Modal,18.01,Few Left,FALSE,10 days,5 days,FALSE,411
Women Dresses,Dress,1270,1434,4.3,7627,2025-08-02,L,Pink,Hemp,11.44,In Stock,FALSE,15 days,4 days,FALSE,4
Women Dresses,Dress,1075,1078,4.7,7885,2025-08-02,L,Orange,Cotton,0.28,Pre-Order,FALSE,30 days,3 days,FALSE,213
Women Dresses,Dress,1569,2835,3.6,2028,2025-08-02,XS,Mustard,Rayon,44.66,Back in Stock,FALSE,45 days,6 days,FALSE,144
Women Dresses,Dress,1376,3946,3.9,1258,2025-08-02,XL,Mint,Cotton,65.13,Pre-Order,FALSE,10 days,4 days,FALSE,418
Women Dresses,Dress,1492,1652,3.8,5645,2025-08-02,XXL,Rose Gold,Tencel,9.69,Pre-Order,FALSE,45 days,2 days,FALSE,58
Women Dresses,Dress,1245,1690,3.7,7737,2025-08-02,XXL,Black,Linen,26.33,2-3 pieces left,FALSE,10 days,5 days,TRUE,29
Women Tops,Blouse,963,2627,4.8,5922,2025-08-02,3XL,Blue,Wool,63.34,Few Left,FALSE,45 days,2 days,TRUE,479
Women Tops,Crop Top,926,2867,3.6,3470,2025-08-02,XL,Green,Modal,67.7,Limited Stock,FALSE,45 days,2 days,FALSE,324
Women Tops,Peplum Top,799,924,4,3491,2025-08-02,S,Maroon,Cotton Blend,13.53,Only 1 Left,FALSE,15 days,5 days,FALSE,453
Women Tops,Halter Top,646,880,4.3,3560,2025-08-02,XXL,Green,Cotton,26.59,Pre-Order,FALSE,10 days,2 days,FALSE,207
Women Tops,T-Shirt,643,928,4.7,1659,2025-08-02,XXL,Sage,Cotton,30.71,In Stock,FALSE,15 days,6 days,FALSE,72
Women Tops,T-Shirt,882,1282,3.5,2372,2025-08-02,L,Coral,Rayon,31.2,Few Left,FALSE,15 days,5 days,FALSE,189
Women Tops,Shirt,752,820,3.6,50,2025-08-02,XXL,Blue,Rayon,8.29,Back in Stock,FALSE,30 days,5 days,FALSE,223
Women Tops,Blouse,774,994,3.6,3946,2025-08-02,M,White,Denim,22.13,Only 1 Left,FALSE,30 days,7 days,FALSE,486
Women Tops,Blouse,803,830,4.4,4815,2025-08-02,XL,Lavender,Silk,3.25,Only 1 Left,FALSE,45 days,5 days,FALSE,465
Women Tops,Halter Top,675,1031,4.8,789,2025-08-02,L,Rose Gold,Polyester,34.53,Pre-Order,FALSE,10 days,3 days,FALSE,227
Women Tops,Casual Top,770,896,4.2,5130,2025-08-02,S,Teal,Modal,14.06,2-3 pieces left,FALSE,15 days,5 days,FALSE,31
Women Tops,Halter Top,1099,1451,4.1,180,2025-08-02,S,Brown,Cashmere,24.26,Only 1 Left,FALSE,15 days,7 days,TRUE,169
Women Tops,Casual Top,610,859,3.9,5336,2025-08-02,L,Olive,Lycra,28.99,In Stock,FALSE,15 days,1 days,FALSE,299
Women Tops,Cold Shoulder Top,684,2070,4.3,7360,2025-08-02,XS,Blue,Cashmere,66.96,Coming Soon,FALSE,15 days,3 days,FALSE,58
Women Jeans,Jeans,1380,1424,3.6,4855,2025-08-02,L,Mint,Viscose,3.09,Back in Stock,FALSE,45 days,3 days,FALSE,307
Women Jeans,Jeans,1389,1716,4.7,2443,2025-08-02,XS,Blue,Hemp,19.06,Pre-Order,FALSE,30 days,5 days,FALSE,73
Women Jeans,Jeans,1284,1871,3.5,7951,2025-08-02,XS,Black,Jersey,31.37,Coming Soon,FALSE,45 days,1 days,FALSE,67
Women Jeans,Jeans,1585,3364,3.8,4606,2025-08-02,M,Maroon,Viscose,52.88,Few Left,FALSE,10 days,3 days,FALSE,265
Women Jeans,Jeans,1780,1787,4.1,3668,2025-08-02,M,Green,Viscose,0.39,Limited Stock,FALSE,10 days,3 days,FALSE,397
Women Jeans,Jeans,1824,1942,4.3,2045,2025-08-02,XXL,Purple,Polyester,6.08,Limited Stock,FALSE,30 days,5 days,FALSE,439
Women Jeans,Jeans,2239,2489,4,2932,2025-08-02,3XL,White,Hemp,10.04,Few Left,FALSE,15 days,5 days,FALSE,151
Women Jeans,Jeans,1599,1831,4,3689,2025-08-02,L,Sage,Polyester,12.67,2-3 pieces left,FALSE,30 days,7 days,FALSE,60
Women Jeans,Jeans,1159,1463,4.6,4256,2025-08-02,M,Brown,Lycra,20.78,Few Left,FALSE,10 days,7 days,FALSE,379
Women Jeans,Jeans,1391,1785,3.5,3887,2025-08-02,XL,Rose Gold,Hemp,22.07,Few Left,FALSE,45 days,7 days,FALSE,419
Women Jeans,Jeans,1757,2009,4.3,7886,2025-08-02,S,Red,Bamboo,12.54,Back in Stock,FALSE,15 days,1 days,FALSE,181
Women Jeans,Jeans,1307,1793,4.2,1616,2025-08-02,S,Rose Gold,Viscose,27.11,Only 1 Left,FALSE,10 days,2 days,FALSE,488
Women Jeans,Jeans,1876,5544,3.6,3215,2025-08-02,M,Navy,Denim,66.16,Back in Stock,FALSE,45 days,7 days,FALSE,440
Women Jeans,Jeans,1137,1479,4.2,1807,2025-08-02,L,Purple,Cotton,23.12,2-3 pieces left,FALSE,30 days,5 days,FALSE,449
Men Hoodies,Hoodie,1679,1982,4.6,3596,2025-08-02,XS,Charcoal,Cashmere,15.29,Only 1 Left,FALSE,45 days,5 days,FALSE,25
Men Hoodies,Hoodie,1554,1830,3.6,2454,2025-08-02,S,Beige,Wool,15.08,Back in Stock,FALSE,15 days,7 days,FALSE,294
Men Hoodies,Hoodie,1369,1684,3.6,7437,2025-08-02,3XL,Green,Jersey,18.71,Back in Stock,FALSE,45 days,6 days,FALSE,441
Men Hoodies,Hoodie,1435,2529,3.8,7417,2025-08-02,3XL,Turquoise,Wool,43.26,Only 1 Left,TRUE,45 days,5 days,FALSE,317
Men Hoodies,Hoodie,1618,1819,4.8,7272,2025-08-02,XXL,Burgundy,Cashmere,11.05,Few Left,FALSE,30 days,5 days,FALSE,9
Men Hoodies,Hoodie,1227,1244,4.7,2449,2025-08-02,XS,Black,Cotton Blend,1.37,Limited Stock,TRUE,45 days,2 days,FALSE,4
Men Hoodies,Hoodie,1802,2105,4.8,4331,2025-08-02,M,Teal,Tencel,14.39,Coming Soon,FALSE,30 days,4 days,FALSE,293
Men Hoodies,Hoodie,1282,1876,3.7,1771,2025-08-02,S,Maroon,Cotton,31.66,Back in Stock,FALSE,30 days,2 days,FALSE,90
Men Hoodies,Hoodie,1706,1932,4.3,5334,2025-08-02,M,Rose Gold,Fleece,11.7,Coming Soon,FALSE,10 days,6 days,FALSE,211
Men Hoodies,Hoodie,1506,1593,3.8,2321,2025-08-02,3XL,Navy,Denim,5.46,Back in Stock,FALSE,15 days,6 days,FALSE,258
Men Hoodies,Hoodie,2835,8787,4.1,6138,2025-08-02,XXL,Charcoal,Tencel,67.74,In Stock,FALSE,45 days,3 days,FALSE,497
Men Hoodies,Hoodie,2046,2367,3.8,2092,2025-08-02,S,White,Denim,13.56,Only 1 Left,FALSE,10 days,6 days,FALSE,39
Men Hoodies,Hoodie,1515,1760,4,1834,2025-08-02,XXL,Blue,Wool,13.92,Few Left,TRUE,45 days,3 days,FALSE,49
Men Hoodies,Hoodie,2040,2214,4.4,4555,2025-08-02,XS,Black,Wool,7.86,Coming Soon,FALSE,45 days,7 days,FALSE,253
Women Hoodies,Hoodie,1211,1601,3.8,2308,2025-08-02,3XL,Olive,Polyester,24.36,Few Left,FALSE,10 days,2 days,FALSE,227
Women Hoodies,Hoodie,1459,1683,4.8,4456,2025-08-02,XXL,Grey,Bamboo,13.31,Back in Stock,FALSE,10 days,1 days,FALSE,309
Women Hoodies,Hoodie,1676,1694,4.2,4989,2025-08-02,3XL,Coral,Cotton Blend,1.06,2-3 pieces left,FALSE,10 days,2 days,FALSE,180
Women Hoodies,Hoodie,1565,1772,4,7737,2025-08-02,M,Red,Jersey,11.68,Limited Stock,TRUE,30 days,5 days,FALSE,373
Women Hoodies,Hoodie,1715,1878,4,4407,2025-08-02,XL,Navy,Silk,8.68,Few Left,FALSE,30 days,3 days,FALSE,12
Women Hoodies,Hoodie,1919,2080,4.5,4981,2025-08-02,3XL,Burgundy,Denim,7.74,Coming Soon,FALSE,10 days,3 days,TRUE,445
Women Hoodies,Hoodie,1471,1491,4.2,3753,2025-08-02,XS,Red,Viscose,1.34,Limited Stock,FALSE,10 days,1 days,FALSE,438
Women Hoodies,Hoodie,1388,1783,3.6,6788,2025-08-02,XL,Purple,Tencel,22.15,Limited Stock,FALSE,45 days,3 days,TRUE,174
Women Hoodies,Hoodie,1683,2608,3.9,2706,2025-08-02,3XL,Black,Jersey,35.47,Few Left,FALSE,10 days,5 days,FALSE,5
Women Hoodies,Hoodie,1759,2014,3.9,2400,2025-08-02,M,Maroon,Hemp,12.66,Limited Stock,FALSE,10 days,3 days,FALSE,481
Women Hoodies,Hoodie,1786,1940,4.3,6348,2025-08-02,M,Mustard,Tencel,7.94,Only 1 Left,FALSE,30 days,3 days,FALSE,377
Women Hoodies,Hoodie,1383,2650,4.6,1827,2025-08-02,XS,Maroon,Cashmere,47.81,Limited Stock,FALSE,30 days,2 days,FALSE,289
Women Hoodies,Hoodie,1212,1422,4.5,5059,2025-08-02,L,Grey,Tencel,14.77,Back in Stock,FALSE,15 days,4 days,FALSE,500
Women Hoodies,Hoodie,1139,1445,3.6,1414,2025-08-02,XS,Cream,Tencel,21.18,Back in Stock,FALSE,45 days,1 days,FALSE,34
Men Shorts,Shorts,947,1276,3.6,4960,2025-08-02,3XL,Purple,Wool,25.78,Few Left,FALSE,45 days,1 days,FALSE,267
Men Shorts,Shorts,1063,1133,4.4,3843,2025-08-02,XXL,Peach,Jersey,6.18,2-3 pieces left,FALSE,45 days,5 days,FALSE,4
Men Shorts,Shorts,718,789,4.1,4706,2025-08-02,M,Lavender,Hemp,9,Pre-Order,FALSE,45 days,4 days,FALSE,298
Men Shorts,Shorts,884,1144,4.4,2787,2025-08-02,L,Maroon,Cashmere,22.73,Only 1 Left,FALSE,45 days,5 days,FALSE,93
Men Shorts,Shorts,958,1959,4,1351,2025-08-02,S,Mint,Rayon,51.1,Only 1 Left,FALSE,10 days,5 days,FALSE,464
Men Shorts,Shorts,649,902,4.5,1823,2025-08-02,XXL,Black,Hemp,28.05,Only 1 Left,FALSE,45 days,7 days,FALSE,138
Men Shorts,Shorts,840,1794,3.7,7015,2025-08-02,XXL,Navy,Rayon,53.18,Back in Stock,FALSE,30 days,2 days,TRUE,281
Men Shorts,Shorts,1064,3214,3.5,614,2025-08-02,L,Sage,Lycra,66.89,Coming Soon,FALSE,45 days,6 days,FALSE,72
Men Shorts,Shorts,1115,1196,4.7,5804,2025-08-02,XS,Navy,Rayon,6.77,Few Left,FALSE,15 days,1 days,FALSE,430
Men Shorts,Shorts,750,1282,3.9,2151,2025-08-02,XXL,Navy,Tencel,41.5,Only 1 Left,FALSE,10 days,6 days,FALSE,242
Men Shorts,Shorts,716,951,4.4,3812,2025-08-02,XL,Burgundy,Modal,24.71,Few Left,FALSE,15 days,5 days,FALSE,424
Men Shorts,Shorts,918,1286,4.5,2984,2025-08-02,XS,Coral,Fleece,28.62,Limited Stock,FALSE,30 days,6 days,FALSE,257
Men Shorts,Shorts,685,1175,3.6,5054,2025-08-02,XXL,Black,Denim,41.7,Pre-Order,FALSE,15 days,3 days,FALSE,47
Men Shorts,Shorts,668,935,3.8,5141,2025-08-02,L,Peach,Cotton,28.56,2-3 pieces left,FALSE,15 days,2 days,FALSE,20
Women Skirts,Skirt,1229,1516,4,1949,2025-08-02,XS,Rose Gold,Spandex,18.93,2-3 pieces left,FALSE,15 days,5 days,FALSE,6
Women Skirts,Skirt,1172,1634,3.9,6829,2025-08-02,XL,Sage,Linen,28.27,2-3 pieces left,FALSE,15 days,7 days,FALSE,472
Women Skirts,Skirt,1219,2715,3.5,7674,2025-08-02,XL,Khaki,Silk,55.1,Few Left,FALSE,45 days,2 days,FALSE,226
Women Skirts,Skirt,1066,1481,4.7,2881,2025-08-02,XL,Charcoal,Viscose,28.02,Pre-Order,FALSE,10 days,4 days,FALSE,94
Women Skirts,Skirt,1068,1348,4.1,7831,2025-08-02,XL,Mustard,Hemp,20.77,Few Left,FALSE,15 days,2 days,FALSE,263
Women Skirts,Skirt,1183,1563,3.5,2745,2025-08-02,3XL,Lavender,Fleece,24.31,In Stock,FALSE,45 days,1 days,FALSE,468
Women Skirts,Skirt,1078,1101,4.4,3190,2025-08-02,XXL,Green,Denim,2.09,In Stock,FALSE,15 days,4 days,TRUE,435
Women Skirts,Skirt,1019,1556,4,201,2025-08-02,3XL,Grey,Wool,34.51,Pre-Order,FALSE,45 days,2 days,FALSE,203
Women Skirts,Skirt,803,920,3.6,6582,2025-08-02,3XL,Blue,Bamboo,12.72,Only 1 Left,FALSE,30 days,7 days,FALSE,165
Women Skirts,Skirt,947,1996,4,3258,2025-08-02,S,Teal,Jersey,52.56,2-3 pieces left,FALSE,45 days,1 days,FALSE,62
Women Skirts,Skirt,922,1609,4,7089,2025-08-02,XL,Khaki,Rayon,42.7,Back in Stock,FALSE,10 days,3 days,FALSE,30
Women Skirts,Skirt,1254,2936,4.6,1259,2025-08-02,XS,Yellow,Linen,57.29,Few Left,FALSE,10 days,5 days,FALSE,463
Women Skirts,Skirt,973,1360,3.8,769,2025-08-02,XXL,Lavender,Viscose,28.46,In Stock,FALSE,30 days,6 days,FALSE,233
Women Skirts,Skirt,1215,1326,4,2042,2025-08-02,L,Sage,Jersey,8.37,Only 1 Left,TRUE,15 days,3 days,FALSE,432
Men Tshirts,T-Shirt,714,1041,3.5,1346,2025-08-02,3XL,Beige,Spandex,31.41,2-3 pieces left,FALSE,15 days,6 days,FALSE,416
Men Tshirts,T-Shirt,448,906,4,4408,2025-08-02,L,Brown,Tencel,50.55,Only 1 Left,FALSE,10 days,3 days,FALSE,406
Men Tshirts,T-Shirt,408,548,4.2,3732,2025-08-02,XXL,Khaki,Denim,25.55,Back in Stock,FALSE,30 days,5 days,FALSE,155
Men Tshirts,T-Shirt,488,1350,3.8,6487,2025-08-02,3XL,Pink,Jersey,63.85,Only 1 Left,FALSE,45 days,5 days,FALSE,195
Men Tshirts,T-Shirt,494,857,3.6,5438,2025-08-02,XS,Olive,Viscose,42.36,In Stock,FALSE,10 days,3 days,FALSE,83
Men Tshirts,T-Shirt,499,778,4,4712,2025-08-02,3XL,Yellow,Lycra,35.86,In Stock,FALSE,10 days,7 days,FALSE,273
Men Tshirts,T-Shirt,519,695,4,6809,2025-08-02,L,Black,Jersey,25.32,Only 1 Left,FALSE,10 days,1 days,FALSE,264
Men Tshirts,T-Shirt,449,550,3.5,3347,2025-08-02,3XL,Blue,Cotton Blend,18.36,Back in Stock,FALSE,10 days,4 days,FALSE,94
Men Tshirts,T-Shirt,584,596,3.8,1999,2025-08-02,XS,Burgundy,Cotton Blend,2.01,2-3 pieces left,FALSE,45 days,3 days,FALSE,460
Men Tshirts,T-Shirt,504,691,3.9,5899,2025-08-02,XL,Lavender,Spandex,27.06,Pre-Order,FALSE,45 days,5 days,FALSE,40
Men Tshirts,T-Shirt,697,824,3.3,7134,2025-08-02,M,Pink,Silk,15.41,Coming Soon,FALSE,15 days,5 days,FALSE,251
Men Tshirts,T-Shirt,548,736,3.2,3038,2025-08-02,XXL,Grey,Fleece,25.54,Back in Stock,FALSE,45 days,5 days,FALSE,455
Men Tshirts,T-Shirt,421,602,3.6,3558,2025-08-02,S,White,Cashmere,30.07,2-3 pieces left,FALSE,15 days,2 days,FALSE,496
Men Tshirts,T-Shirt,538,651,4.3,3557,2025-08-02,XS,Black,Fleece,17.36,Back in Stock,FALSE,30 days,4 days,FALSE,216
Men Jeans,Other,895,1080,4.2,6054,2025-08-02,M,Grey,Fleece,17.13,Few Left,FALSE,30 days,4 days,TRUE,66
Men Jeans,Jeans,1479,1877,3.9,5595,2025-08-02,3XL,Beige,Lycra,21.2,In Stock,FALSE,15 days,2 days,FALSE,198
Men Jeans,Jeans,950,2701,3.7,5705,2025-08-02,XXL,Olive,Viscose,64.83,Back in Stock,FALSE,15 days,3 days,FALSE,45
Men Jeans,Jeans,1015,1264,4,4203,2025-08-02,M,Turquoise,Linen,19.7,Limited Stock,FALSE,10 days,5 days,FALSE,158
Men Jeans,Other,1201,1595,3.3,722,2025-08-02,L,Brown,Fleece,24.7,In Stock,FALSE,45 days,2 days,FALSE,2
Men Jeans,Jeans,1728,1887,3.7,3927,2025-08-02,XL,Maroon,Fleece,8.43,Few Left,FALSE,15 days,4 days,FALSE,60
Men Jeans,Jeans,1066,1174,4.2,3470,2025-08-02,XXL,Sage,Spandex,9.2,Only 1 Left,FALSE,45 days,7 days,FALSE,300
Men Jeans,Jeans,1158,1507,3.6,4768,2025-08-02,XS,Teal,Viscose,23.16,Pre-Order,FALSE,30 days,6 days,FALSE,388
Men Jeans,Jeans,904,1238,3.7,4613,2025-08-02,3XL,Navy,Cashmere,26.98,2-3 pieces left,FALSE,30 days,7 days,FALSE,399
Men Jeans,Jeans,1652,2752,4.7,313,2025-08-02,L,Lavender,Modal,39.97,Pre-Order,FALSE,45 days,4 days,FALSE,413
Men Jeans,Jeans,1034,1317,4.4,5434,2025-08-02,XXL,Purple,Hemp,21.49,Limited Stock,FALSE,10 days,4 days,FALSE,151
Men Jeans,Other,1143,1327,3.3,1444,2025-08-02,L,Red,Viscose,13.87,Coming Soon,FALSE,15 days,4 days,FALSE,407
Men Jeans,Jeans,1501,1850,3.9,4019,2025-08-02,S,Mustard,Rayon,18.86,Only 1 Left,FALSE,30 days,2 days,FALSE,219
Men Jeans,Jeans,2086,2102,4.3,633,2025-08-02,S,Lavender,Cotton Blend,0.76,In Stock,FALSE,30 days,2 days,FALSE,244
Men Shirts,Shirt,757,922,4.1,5456,2025-08-02,S,Mustard,Cotton Blend,17.9,Only 1 Left,FALSE,10 days,5 days,FALSE,156
Men Shirts,Shirt,1484,1818,3.3,7251,2025-08-02,3XL,Mint,Linen,18.37,Pre-Order,FALSE,30 days,7 days,FALSE,416
Men Shirts,Shirt,1305,2313,4.3,7886,2025-08-02,M,Turquoise,Wool,43.58,Coming Soon,FALSE,45 days,2 days,FALSE,155
Men Shirts,Shirt,1164,1881,4.2,6614,2025-08-02,L,Mint,Viscose,38.12,Limited Stock,FALSE,45 days,4 days,FALSE,81
Men Shirts,Shirt,1034,1142,3.6,2963,2025-08-02,XL,Coral,Silk,9.46,Only 1 Left,FALSE,45 days,5 days,FALSE,19
Men Shirts,Shirt,1097,1145,4.3,2197,2025-08-02,XL,Mustard,Jersey,4.19,Limited Stock,FALSE,10 days,4 days,FALSE,419
Men Shirts,Shirt,1177,1521,4.5,4419,2025-08-02,XL,Peach,Linen,22.62,Coming Soon,FALSE,30 days,3 days,FALSE,114
